Genotype,blups,deregressed.blups,Adj.Grain.Yield
PYT-S-6151,-252.3017027,-383.1260569,4760.549622
PYT-S-6152,109.319612,176.8945319,5320.57021
PYT-S-6153,-40.4789589,-63.39734413,5080.278334
PYT-S-6154,506.6784908,880.0711261,6023.746805
PYT-S-6155,-285.4058569,-458.1065021,4685.569176
PYT-S-6156,82.05686553,132.8105658,5276.486244
PYT-S-6157,-197.8731025,-317.6158019,4826.059877
PYT-S-6158,-34.92598391,-61.47156536,5082.204113
PYT-S-6159,-163.2589863,-264.4574361,4879.218242
PYT-S-6160,-415.5911928,-627.2120152,4516.463663
PYT-S-6161,429.5901697,695.8949577,5839.570636
PYT-S-6162,-213.6615406,-322.449294,4821.226385
PYT-S-6163,272.6531104,444.7319678,5588.407646
PYT-S-6164,285.3546675,458.0474987,5601.723177
PYT-S-6165,-60.55848557,-91.3923688,5052.28331
PYT-S-6166,585.039393,947.6893824,6091.365061
PYT-S-6167,-306.4340263,-462.4427258,4681.232953
PYT-S-6168,-29.28506125,-47.43794419,5096.237734
PYT-S-6169,-578.5490238,-873.0811,4270.594578
PYT-S-6170,473.3068026,741.2911073,5884.966786
PYT-S-6171,591.653541,926.9620609,6070.637739
PYT-S-6172,165.7001265,275.275706,5418.951385
PYT-S-6173,659.0916223,1032.680984,6176.356662
PYT-S-6174,484.5000051,784.8200051,5928.495684
PYT-S-6175,-22.62025,-36.64173272,5107.033946
PYT-S-6176,185.8274184,291.0053352,5434.681014
PYT-S-6177,406.334316,652.2094714,5795.88515
PYT-S-6178,428.1205839,646.3079918,5789.98367
PYT-S-6179,288.784711,463.5363005,5607.211979
PYT-S-6180,-3.253971508,-5.716690326,5137.958988
PYT-S-6181,-204.4821057,-308.5869419,4835.088737
PYT-S-6182,516.715295,809.2533177,5952.928996
PYT-S-6183,417.6046547,630.2175969,5773.893275
PYT-S-6184,-57.20638518,-92.56674153,5051.108937
PYT-S-6185,193.8712245,341.2297863,5484.905465
PYT-S-6186,188.1108187,304.713826,5448.389505
PYT-S-6187,114.0694006,184.5773505,5328.253029
PYT-S-6188,-627.8791603,-1020.465335,4123.210343
PYT-S-6189,-707.1840346,-1184.609826,3959.065852
PYT-S-6190,-754.2068894,-1221.714227,3921.961452
PYT-S-6191,-240.743583,-388.705607,4754.970071
PYT-S-6192,18.41387772,29.7954703,5173.471149
PYT-S-6193,-406.7984993,-637.1321546,4506.543524
PYT-S-6194,125.0984508,202.6836063,5346.359285
PYT-S-6195,42.61967024,66.74849682,5210.424175
PYT-S-6196,-48.39375594,-77.87135698,5065.804322
PYT-S-6197,-143.4847623,-251.828325,4891.847353
PYT-S-6198,221.4518272,371.5699208,5515.245599
PYT-S-6199,525.3457306,843.252085,5986.927763
PYT-S-6200,174.6918568,292.6117189,5436.287397
PYT-S-6201,-143.5311929,-230.3978514,4913.277827
PYT-S-6202,241.5972248,404.7059394,5548.381618
PYT-S-6203,114.2192463,193.0964373,5336.772116
PYT-S-6204,-98.24305043,-159.3662018,4984.309477
PYT-S-6205,682.4377646,1098.243111,6241.918789
PYT-S-6206,184.4762584,298.5760722,5442.251751
PYT-S-6207,486.2163305,788.6800229,5932.355701
PYT-S-6208,-105.1201067,-170.0955842,4973.580094
PYT-S-6209,113.2060914,170.844344,5314.520023
PYT-S-6210,-274.8542348,-426.6523048,4717.023374
PYT-S-6211,-551.8179189,-894.1693825,4249.506296
PYT-S-6212,102.3287296,160.2702282,5303.945907
PYT-S-6213,15.06736217,25.03087658,5168.706555
PYT-S-6214,-68.13732449,-110.2570013,5033.418677
PYT-S-6215,-114.0114735,-185.7687967,4957.906882
PYT-S-6216,303.3806175,457.9504007,5601.626079
PYT-S-6217,320.0909232,483.0825102,5626.758189
PYT-S-6218,294.7677878,462.6043221,5606.280001
PYT-S-6219,-58.29912382,-91.31984644,5052.355832
PYT-S-6220,328.9963891,551.6071071,5695.282786
PYT-S-6221,614.089842,961.9530698,6105.628748
PYT-S-6222,0.247092259,0.399821299,5144.0755
PYT-S-6223,732.8972183,1176.712389,6320.388067
PYT-S-6224,-609.5605884,-923.9245192,4219.751159
PYT-S-6225,319.2747375,483.1124202,5626.788099
PYT-S-6226,-35.90036135,-58.15564144,5085.520037
PYT-S-6227,176.7936479,286.3845097,5430.060188
PYT-S-6228,-471.9284255,-712.1784799,4431.497199
PYT-S-6229,-160.0526557,-259.257023,4884.418655
PYT-S-6230,-463.8312258,-744.5346567,4399.141022
PYT-S-6231,-116.587272,-187.1404778,4956.535201
PYT-S-6232,-80.73064625,-129.5837531,5014.091925
PYT-S-6233,53.34246533,83.5517919,5227.22747
PYT-S-6234,-352.2815725,-570.6523288,4573.02335
PYT-S-6235,-126.5077651,-204.9289548,4938.746724
PYT-S-6236,364.2708333,549.7357816,5693.41146
PYT-S-6237,-215.4245424,-348.6654281,4795.01025
PYT-S-6238,-264.7245843,-414.612214,4729.063465
PYT-S-6239,-293.8024182,-488.0979489,4655.57773
PYT-S-6240,-299.1741016,-484.6207328,4659.054946
PYT-S-6241,-398.3435852,-623.878882,4519.796797
PYT-S-6242,47.65728978,71.92066756,5215.596346
PYT-S-6243,-463.7972865,-744.4593724,4399.216306
PYT-S-6244,-77.7730256,-125.9850559,5017.690623
PYT-S-6245,276.1030092,447.2522422,5590.927921
PYT-S-6246,-234.1351173,-379.4826465,4764.193032
PYT-S-6247,-267.9397386,-404.4937633,4739.181915
PYT-S-6248,-125.2758728,-202.7095047,4940.966174
PYT-S-6249,-342.803538,-550.2316082,4593.44407
PYT-S-6250,89.24546101,144.5655424,5288.241221
PYT-S-6251,311.7113054,517.8445982,5661.520277
PYT-S-6252,71.58514714,112.117538,5255.793217
PYT-S-6253,593.5990604,895.7865969,6039.462275
PYT-S-6254,77.49499659,121.4146286,5265.090307
PYT-S-6255,295.468851,447.1097861,5590.785465
PYT-S-6256,138.1979484,221.8289398,5365.504618
PYT-S-6257,-136.5188743,-220.8734985,4922.80218
PYT-S-6258,-585.3332356,-948.1592781,4195.5164
PYT-S-6259,-535.4796267,-838.6449691,4305.030709
PYT-S-6260,96.81105984,160.8293075,5304.504986
PYT-S-6261,310.7085952,521.0540619,5664.72974
PYT-S-6262,-35.04467591,-56.70558331,5086.970095
PYT-S-6263,-231.0717265,-361.8995383,4781.77614
PYT-S-6264,-329.0397245,-496.5745164,4647.101162
PYT-S-6265,-390.9429127,-589.9839665,4553.691712
PYT-S-6266,245.3190094,396.9519444,5540.627623
PYT-S-6267,-329.1237311,-515.4546916,4628.220987
PYT-S-6268,651.3860031,983.3031601,6126.978839
PYT-S-6269,60.10083809,96.46974112,5240.14542
PYT-S-6270,-263.4591815,-426.767851,4716.907827
PYT-S-6271,200.5138059,324.8036636,5468.479342
PYT-S-6272,82.09176262,132.9770744,5276.652753
PYT-S-6273,597.4608962,935.7296906,6079.405369
PYT-S-6274,-75.08256109,-121.490699,5022.184979
PYT-S-6275,307.2538361,497.7066322,5641.382311
PYT-S-6276,157.0710958,252.1209672,5395.796646
PYT-S-6277,-55.82914646,-89.85059287,5053.825086
PYT-S-6278,185.0533695,299.7600883,5443.435767
PYT-S-6279,523.7835217,790.4621562,5934.137835
PYT-S-6280,68.42471431,110.7185716,5254.39425
PYT-S-6281,85.73228875,138.8746966,5282.550375
PYT-S-6282,212.0279811,332.0696814,5475.74536
PYT-S-6283,-62.73872368,-94.67840572,5048.997273
PYT-S-6284,-264.1641137,-398.6659797,4745.009699
PYT-S-6285,503.3481987,759.6353581,5903.311037
PYT-S-6286,-206.2080918,-331.8751491,4811.800529
PYT-S-6287,182.8713807,296.2272779,5439.902956
PYT-S-6288,-218.4965957,-350.7230033,4792.952675
PYT-S-6289,-79.98375189,-125.2712364,5018.404442
PYT-S-6290,10.52705687,16.897839,5160.573518
PYT-S-6291,54.92487433,88.89943918,5232.575118
PYT-S-6292,166.1388052,269.1205744,5412.796253
PYT-S-6293,14.66559208,23.75623976,5167.431918
PYT-S-6294,145.3574245,235.2692503,5378.944929
PYT-S-6295,-156.1217304,-252.6206332,4891.055045
PYT-S-6296,114.7549872,184.2009317,5327.87661
PYT-S-6297,-175.4040627,-284.130903,4859.544776
PYT-S-6298,384.4079493,580.1245416,5723.80022
PYT-S-6299,-38.58297378,-58.22542748,5085.450251
PYT-S-6300,378.1337559,628.1817211,5771.8574
PYT-S-6301,516.2539074,779.3631046,5923.038783
PYT-S-6302,10.75147557,17.39775931,5161.073438
PYT-S-6303,-430.2619881,-696.2420056,4447.433673
PYT-S-6304,10.10555544,16.22027651,5159.895955
PYT-S-6305,-8.417791255,-13.51187669,5130.163802
PYT-S-6306,147.3327183,238.3988225,5382.074501
PYT-S-6307,149.0235127,224.9024291,5368.578108
PYT-S-6308,-118.9669354,-190.9535736,4952.722105
PYT-S-6309,-101.6628293,-159.220184,4984.455494
PYT-S-6310,-328.0485632,-526.5655282,4617.11015
PYT-S-6311,-141.1207965,-221.0203758,4922.655303
PYT-S-6312,-111.4627268,-178.9189911,4964.756687
PYT-S-6313,12.38250913,19.87561387,5163.551292
PYT-S-6314,239.1949232,387.056095,5530.731774
PYT-S-6315,-418.3777744,-677.1563588,4466.51932
PYT-S-6316,206.1221624,333.8913767,5477.567055
PYT-S-6317,213.1387235,333.8078342,5477.483513
PYT-S-6318,-347.654407,-562.5569416,4581.118737
PYT-S-6319,-155.8002325,-252.1024536,4891.573225
PYT-S-6320,171.7842183,275.7336385,5419.409317
PYT-S-6321,23.8073756,38.5225936,5182.198272
PYT-S-6322,-127.5547038,-204.7443116,4938.931367
PYT-S-6323,214.7249601,344.6688519,5488.34453
PYT-S-6324,-69.78574909,-112.9212093,5030.754469
PYT-S-6325,225.5194028,353.2034121,5496.879091
PYT-S-6326,19.63874175,31.85565968,5175.531338
PYT-S-6327,-223.9076573,-350.6888456,4792.986833
PYT-S-6328,618.0199609,932.6781666,6076.353845
PYT-S-6329,578.4218716,936.9696285,6080.645307
PYT-S-6330,5.56568458,9.005843206,5152.681522
PYT-S-6331,294.1394812,475.9500886,5619.625767
PYT-S-6332,-158.6875496,-239.4855243,4904.190154
PYT-S-6333,52.77152792,85.38908689,5229.064765
PYT-S-6334,296.3202003,447.1894737,5590.865152
PYT-S-6335,-478.5059179,-774.4742233,4369.201455
PYT-S-6336,-467.5775878,-756.5888559,4387.086823
PYT-S-6337,164.6405544,264.2700859,5407.945764
PYT-S-6338,-122.8106316,-192.3409912,4951.334687
PYT-S-6339,-313.6132988,-508.0117644,4635.663914
PYT-S-6340,109.7210866,171.838384,5315.514063
PYT-S-6341,81.62054429,123.1776286,5266.853307
PYT-S-6342,256.5934293,415.646946,5559.322625
PYT-S-6343,114.8932258,186.3659288,5330.041607
PYT-S-6344,545.1434187,905.624115,6049.299793
PYT-S-6345,222.6593475,360.6791596,5504.354838
PYT-S-6346,156.1274735,259.3691213,5403.0448
PYT-S-6347,338.8110153,568.0617258,5711.737404
PYT-S-6348,93.96594154,150.829353,5294.505032
PYT-S-6349,240.8742187,386.6390856,5530.314764
PYT-S-6350,186.5879957,301.9211174,5445.596796
PYT-S-6351,163.3669991,246.5376821,5390.213361
PYT-S-6352,-198.562532,-321.6447507,4822.030928
PYT-S-6353,291.9767944,468.6571807,5612.332859
PYT-S-6354,109.2417888,176.956498,5320.632177
PYT-S-6355,30.86828196,50.00214851,5193.677827
PYT-S-6356,92.19754528,139.1390405,5282.814719
PYT-S-6357,-144.5516858,-226.3922707,4917.283408
PYT-S-6358,165.9215677,266.3211057,5409.996784
PYT-S-6359,-232.2446358,-375.7986146,4767.877064
PYT-S-6360,21.29418297,32.13501914,5175.810698
PYT-S-6361,241.3667722,365.2321582,5508.907837
PYT-S-6362,-136.0077882,-220.3189173,4923.356761
PYT-S-6363,-108.6229786,-175.7637075,4967.911971
PYT-S-6364,-195.7055,-314.1295612,4829.546117
PYT-S-6365,167.4216581,262.2090207,5405.884699
PYT-S-6366,525.8961825,793.9133237,5937.589002
PYT-S-6367,116.0907493,188.0500313,5331.72571
PYT-S-6368,-191.2724226,-307.0167849,4836.658894
PYT-S-6369,-611.2742867,-922.4942427,4221.181436
PYT-S-6370,367.3736216,595.0913859,5738.767064
PYT-S-6371,-359.0455405,-541.8560607,4601.819618
PYT-S-6372,-473.7694381,-766.6015601,4377.074118
PYT-S-6373,-0.358890873,-0.57606995,5143.099609
PYT-S-6374,-70.62072483,-110.6035894,5033.072089
PYT-S-6375,32.91852212,55.1923002,5198.867979
PYT-S-6376,-68.66157741,-107.5610052,5036.114673
PYT-S-6377,315.4359858,476.1102208,5619.785899
PYT-S-6378,-181.98151,-294.4625481,4849.21313
PYT-S-6379,-263.2775299,-426.4720678,4717.203611
PYT-S-6380,22.643519,35.46350405,5179.139183
PYT-S-6381,-213.5410304,-334.4690043,4809.206674
PYT-S-6382,-7.534986592,-11.37147477,5132.304204
PYT-S-6383,-158.9753701,-257.2397079,4886.435971
PYT-S-6384,7.625676282,11.94293214,5155.618611
PYT-S-6385,-156.7562955,-251.6154811,4892.060197
PYT-S-6386,188.0620924,304.6449849,5448.320663
PYT-S-6387,385.9428719,624.5002224,5768.175901
PYT-S-6388,145.3190678,235.3977986,5379.073477
PYT-S-6389,305.0196321,461.551345,5605.227024
PYT-S-6390,310.6806149,486.5709053,5630.246584
PYT-S-6391,-546.5569417,-881.475111,4262.200568
PYT-S-6392,178.6157107,279.738146,5423.413825
PYT-S-6393,24.04441521,38.59366428,5182.269343
PYT-S-6394,127.907478,193.0230094,5336.698688
PYT-S-6395,-56.71718058,-91.03855727,5052.637121
PYT-S-6396,-60.41284938,-97.75498047,5045.920698
PYT-S-6397,356.1474794,557.9817151,5701.657394
PYT-S-6398,3.192303652,4.817612581,5148.493291
PYT-S-6399,105.1270379,158.6519044,5302.327583
PYT-S-6400,233.8866494,378.4529361,5522.128615
PYT-S-6401,-38.88751899,-60.90429003,5082.771388
PYT-S-6402,169.7897664,265.9278594,5409.603538
PYT-S-6403,223.234027,358.4205633,5502.096242
PYT-S-6404,239.6605557,375.3482557,5519.023934
PYT-S-6405,232.3059412,372.8819421,5516.557621
PYT-S-6406,367.2688176,616.0882848,5759.763963
PYT-S-6407,393.4920888,638.3080532,5781.983732
PYT-S-6408,125.9462421,203.7957001,5347.471379
PYT-S-6409,249.9592481,377.2204386,5520.896117
PYT-S-6410,422.4207954,661.6020414,5805.27772
PYT-S-6411,122.7265296,198.801068,5342.476747
PYT-S-6412,-65.31321255,-98.56841793,5045.107261
PYT-S-6413,-142.5659198,-215.1565797,4928.519099
PYT-S-6414,164.7547581,258.0960091,5401.771688
PYT-S-6415,390.3478549,632.3067318,5775.98241
PYT-S-6416,204.4825713,331.2339513,5474.90963
PYT-S-6417,70.98049527,111.1665193,5254.842198
PYT-S-6418,358.1719172,557.8817559,5701.557434
PYT-S-6419,323.5859765,506.8004866,5650.476165
PYT-S-6420,427.3724993,692.2831314,5835.95881
PYT-S-6421,190.8500791,289.6726472,5433.348326
PYT-S-6422,258.3476926,432.7594139,5576.435092
PYT-S-6423,441.3125123,708.3672479,5852.042926
PYT-S-6424,173.2795784,280.6895493,5424.365228
PYT-S-6425,-163.8226315,-247.2254467,4896.450232
PYT-S-6426,513.6404346,775.4058839,5919.081562
PYT-S-6427,357.5669826,579.2134654,5722.889144
PYT-S-6428,376.5488435,609.9555093,5753.631188
PYT-S-6429,433.8557554,679.4924608,5823.168139
PYT-S-6430,406.0932422,651.8252607,5795.500939
PYT-S-6431,258.1969078,389.661558,5533.337237
PYT-S-6432,507.7001109,795.14625,5938.821929
PYT-S-6433,-496.3882302,-806.2741905,4337.401488
PYT-S-6434,219.9819373,365.4533629,5509.129041
PYT-S-6435,397.8148651,623.1007541,5766.776433
PYT-S-6436,421.5953186,682.9289935,5826.604672
PYT-S-6437,160.3051381,241.921952,5385.59763
PYT-S-6438,36.43865647,57.06973982,5200.745418
PYT-S-6439,259.0253757,390.8952538,5534.570932
PYT-S-6440,-235.5210603,-381.7289012,4761.946777
PYT-S-6441,135.1538877,217.9747373,5361.650416
PYT-S-6442,-332.1733728,-501.2856607,4642.390018
PYT-S-6443,-271.2036561,-424.7526214,4718.923057
PYT-S-6444,-52.06480937,-83.57087085,5060.104808
PYT-S-6445,156.9597649,251.9380987,5395.613777
PYT-S-6446,80.21176782,130.2467121,5273.922391
PYT-S-6447,413.1815661,623.5341805,5767.209859
PYT-S-6448,6.028600628,9.097755923,5152.773434
PYT-S-6449,104.8591374,169.8580198,5313.533698
PYT-S-6450,510.3284739,799.2649113,5942.94059
PYT-S-6451,-43.29969787,-69.52323782,5074.152441
PYT-S-6452,301.7205749,488.744809,5632.420488
PYT-S-6453,32.38414679,51.98119313,5195.656872
PYT-S-6454,-85.03495033,-137.5959476,5006.079731
PYT-S-6455,128.8351895,206.806219,5350.481898
PYT-S-6456,193.60862,301.5612708,5445.236949
PYT-S-6457,-248.8722526,-389.7747587,4753.90092
PYT-S-6458,20.45118106,30.86500843,5174.540687
PYT-S-6459,17.43302889,28.20859101,5171.88427
PYT-S-6460,159.1510377,257.524033,5401.199712
PYT-S-6461,-259.2862758,-391.4207382,4752.25494
PYT-S-6462,343.8001827,556.9115085,5700.587187
PYT-S-6463,24.79825393,40.16993954,5183.845618
PYT-S-6464,-119.0952041,-191.163013,4952.512666
PYT-S-6465,375.7979709,588.5559292,5732.231608
PYT-S-6466,294.4510854,476.4663233,5620.142002
PYT-S-6467,43.71110007,70.16123131,5213.83691
PYT-S-6468,-192.6681827,-311.7569298,4831.918749
PYT-S-6469,212.8680047,344.443557,5488.119235
PYT-S-6470,87.42780856,141.4681929,5285.143871
PYT-S-6471,-223.3873688,-358.566464,4785.109215
PYT-S-6472,383.7687078,621.8091472,5765.484826
PYT-S-6473,309.124529,500.1993598,5643.875038
PYT-S-6474,369.9297161,598.5871992,5742.262878
PYT-S-6475,491.2551896,794.8960592,5938.571738
PYT-S-6476,308.1430888,494.6010636,5638.276742
PYT-S-6477,159.9057526,256.668764,5400.344442
PYT-S-6478,-163.6501557,-246.9698035,4896.705875
PYT-S-6479,-46.99990989,-76.05125228,5067.624426
PYT-S-6480,309.6343043,502.9331085,5646.608787
PYT-S-6481,127.1376406,204.0711995,5347.746878
PYT-S-6482,-104.8090009,-164.1611309,4979.514548
PYT-S-6483,249.538185,404.2232051,5547.898884
PYT-S-6484,229.6961312,368.6948444,5512.370523
PYT-S-6485,611.6727692,981.8086172,6125.484296
PYT-S-6486,-104.9622101,-169.8387745,4973.836904
PYT-S-6487,-57.62692969,-90.25372049,5053.421958
PYT-S-6488,-104.3855165,-168.9061524,4974.769526
PYT-S-6489,752.5459804,1211.05663,6354.732309
PYT-S-6490,-38.89672528,-62.93879769,5080.736881
PYT-S-6491,-10.614337,-17.19376121,5126.481917
PYT-S-6492,-91.36309447,-147.9954695,4995.680209
PYT-S-6493,115.7813201,187.5544319,5331.23011
PYT-S-6494,306.1318692,495.3603489,5639.036027
PYT-S-6495,-51.44778804,-82.60601881,5061.06966
PYT-S-6496,161.446683,261.2369724,5404.912651
PYT-S-6497,-123.543515,-193.4970887,4950.17859
PYT-S-6498,-6.339366312,-9.568552178,5134.107126
PYT-S-6499,221.9343937,359.5041355,5503.179814
PYT-S-6500,-28.30715484,-45.8045526,5097.871126
PYT-S-6501,482.9614962,781.4755259,5925.151204
PYT-S-6502,431.3407325,650.9712085,5794.646887
PYT-S-6503,597.6414948,959.2880375,6102.963716
PYT-S-6504,197.1976484,330.3128596,5473.988538
PYT-S-6505,244.2065235,391.9804365,5535.656115
PYT-S-6506,470.2867028,761.0031094,5904.678788
PYT-S-6507,-306.6565872,-496.8643417,4646.811337
PYT-S-6508,110.8366256,177.9599291,5321.635608
PYT-S-6509,347.029761,561.5370071,5705.212686
PYT-S-6510,352.7012993,571.3245592,5715.000238
PYT-S-6511,563.202369,906.3325722,6050.008251
PYT-S-6512,381.6648417,597.9569775,5741.632656
PYT-S-6513,356.1335809,576.2559252,5719.931604
PYT-S-6514,178.2407663,288.4137539,5432.089432
PYT-S-6515,527.8801736,796.6580392,5940.333718
PYT-S-6516,264.7603457,424.9765796,5568.652258
PYT-S-6517,735.6325947,1110.164202,6253.839881
PYT-S-6518,340.0776119,550.8758237,5694.551502
PYT-S-6519,154.9174778,248.6799357,5392.355614
PYT-S-6520,257.5067684,388.617264,5532.292942
PYT-S-6521,985.0796413,1487.143305,6630.818984
PYT-S-6522,363.3309583,589.3801061,5733.055785
PYT-S-6523,-160.6879415,-269.1583959,4874.517283
PYT-S-6524,476.4257333,764.7260402,5908.401719
PYT-S-6525,431.273751,650.8489596,5794.524638
PYT-S-6526,239.9807046,401.9780678,5545.653746
PYT-S-6527,-311.279379,-522.1667633,4621.508915
PYT-S-6528,519.403138,833.7319395,5977.407618
PYT-S-6529,529.3449308,849.6984491,5993.374128
PYT-S-6530,189.7400102,297.1610922,5440.836771
PYT-S-6531,38.94674091,63.08873558,5206.764414
PYT-S-6532,410.988625,643.7033482,5787.379027
PYT-S-6533,322.7579879,487.0874281,5630.763107
PYT-S-6534,36.46606169,59.1033113,5202.77899
PYT-S-6535,-203.2958922,-329.309229,4814.36645
PYT-S-6536,392.4815994,614.7283552,5758.404034
PYT-S-6537,442.5563455,741.3277181,5885.003397
PYT-S-6538,276.6486178,445.1984321,5588.874111
PYT-S-6539,272.2324422,440.9800298,5584.655708
PYT-S-6540,646.0686211,1011.853477,6155.529156
PYT-S-6541,-607.1474103,-1016.994881,4126.680797
PYT-S-6542,441.5844835,670.2271765,5813.902855
PYT-S-6543,477.0649328,773.2140649,5916.889743
PYT-S-6544,-205.0966643,-332.4145145,4811.261164
PYT-S-6545,-49.69407439,-77.8289354,5065.846743
PYT-S-6546,485.2003711,732.4712682,5876.146947
PYT-S-6547,145.4530227,227.8081649,5371.483843
PYT-S-6548,429.6455668,672.8941914,5816.56987
PYT-S-6549,457.3371216,694.1421439,5837.817822
PYT-S-6550,50.281511,80.70704055,5224.382719
PYT-S-6551,644.6191571,1009.625315,6153.300994
PYT-S-6552,310.7159335,516.1874522,5659.863131
PYT-S-6553,297.7325104,482.4068978,5626.082576
PYT-S-6554,196.4299952,296.5373383,5440.213017
PYT-S-6555,-176.8994473,-267.0488087,4876.62687
PYT-S-6556,140.7911909,228.6162663,5372.291945
PYT-S-6557,51.65485669,77.98177306,5221.657452
PYT-S-6558,77.59219618,121.5280891,5265.203768
PYT-S-6559,-394.3132199,-598.4654577,4545.210221
PYT-S-6560,173.5798917,263.4399268,5407.115605
PYT-S-6561,0.229286778,0.346031599,5144.02171
PYT-S-6562,-112.3854905,-176.0242077,4967.651471
PYT-S-6563,406.9799069,659.2496204,5802.925299
PYT-S-6564,70.77505256,110.8441189,5254.519797
PYT-S-6565,198.6260964,299.8361028,5443.511781
PYT-S-6566,568.5119369,890.3962217,6034.0719
PYT-S-6567,173.0788734,290.3371249,5434.012803
PYT-S-6568,407.9025106,660.0317818,5803.70746
PYT-S-6569,390.6657887,634.3605529,5778.036231
PYT-S-6570,-306.9605942,-463.3909852,4680.284693
PYT-S-6571,74.1960521,116.2092839,5259.884962
PYT-S-6572,288.5522361,451.916854,5595.592532
PYT-S-6573,303.6642066,475.6064771,5619.282156
PYT-S-6574,6.535891151,9.863670477,5153.539349
PYT-S-6575,287.2673176,450.0707215,5593.7464
PYT-S-6576,44.16521279,71.463586,5215.139265
PYT-S-6577,3.374231823,5.605554101,5149.281233
PYT-S-6578,217.8756132,341.2342813,5484.90996
PYT-S-6579,-10.84141683,-16.97925637,5126.696422
PYT-S-6580,601.1220258,907.1878344,6050.863513
PYT-S-6581,-157.0573514,-237.0231672,4906.652511
PYT-S-6582,123.1175824,192.8183355,5336.494014
PYT-S-6583,-82.99612432,-134.5185517,5009.157127
PYT-S-6584,277.1485262,448.9415646,5592.617243
PYT-S-6585,-1.265695918,-1.910390428,5141.765288
PYT-S-6586,219.5457321,367.762349,5511.438027
PYT-S-6587,-56.6404879,-91.74944741,5051.926231
PYT-S-6588,241.4926527,392.1326591,5535.808338
PYT-S-6589,-228.4626816,-366.7129451,4776.962733
PYT-S-6590,177.6661828,287.7943367,5431.470015
PYT-S-6591,134.5208127,203.0103198,5346.685998
PYT-S-6592,112.1419017,180.4676221,5324.143301
PYT-S-6593,429.9805293,690.1891895,5833.864868
PYT-S-6594,32.21591259,54.04167881,5197.717357
PYT-S-6595,-36.44747329,-55.00480954,5088.670869
PYT-S-6596,-276.2871417,-463.4670858,4680.208593
PYT-S-6597,464.2680438,745.2141977,5888.889876
PYT-S-6598,-37.30588213,-60.42997546,5083.245703
PYT-S-6599,295.1108073,478.0362869,5621.711965
PYT-S-6600,306.6807454,496.9067454,5640.582424
PYT-S-6601,-576.3497899,-932.6021763,4211.073502
PYT-S-6602,146.1056803,228.9012059,5372.576884
PYT-S-6603,70.23336263,112.7327155,5256.408394
PYT-S-6604,-0.510832267,-0.819955805,5142.855723
PYT-S-6605,92.91751484,150.516416,5294.192095
PYT-S-6606,295.8889509,479.2987817,5622.97446
PYT-S-6607,226.5301792,341.8706325,5485.546311
PYT-S-6608,46.23312109,76.80658041,5220.482259
PYT-S-6609,277.7130276,449.3709992,5593.046678
PYT-S-6610,-6.22082557,-9.985054665,5133.690624
PYT-S-6611,-54.77493535,-82.66541995,5061.010259
PYT-S-6612,206.7760197,323.9629723,5467.638651
PYT-S-6613,245.5443764,370.5598118,5514.23549
PYT-S-6614,-141.9439403,-230.2565233,4913.419155
PYT-S-6615,320.1025226,513.8439069,5657.519585
PYT-S-6616,-649.4480484,-1050.879731,4092.795948
PYT-S-6617,-144.747185,-218.474304,4925.201375
PYT-S-6618,294.3258788,476.2525828,5619.928261
PYT-S-6619,44.4787589,71.97141794,5215.647096
PYT-S-6620,319.7278676,513.2056938,5656.881372
PYT-S-6621,704.8030228,1131.296318,6274.971996
PYT-S-6622,173.3570287,271.5005222,5415.176201
PYT-S-6623,281.6067234,471.7164604,5615.392139
PYT-S-6624,67.46854147,109.1752716,5252.85095
PYT-S-6625,68.26633062,110.4614761,5254.137155
PYT-S-6626,117.9167473,184.678393,5328.354071
PYT-S-6627,273.2136457,412.3828034,5556.058482
PYT-S-6628,-0.507302314,-0.821754437,5142.853924
PYT-S-6629,-205.2602056,-329.5624064,4814.113272
PYT-S-6630,278.6909641,450.954362,5594.630041
PYT-S-6631,243.2355232,390.4276217,5534.1033
PYT-S-6632,374.0047356,605.8440142,5749.519693
PYT-S-6633,-91.45762227,-147.9871944,4995.688484
PYT-S-6634,-10.32367667,-16.70491379,5126.970765
PYT-S-6635,440.1200861,712.1661469,5855.841825
PYT-S-6636,-463.6763091,-750.2824624,4393.393216
PYT-S-6637,26.35506362,41.27615646,5184.951835
PYT-S-6638,-41.80241012,-67.8093928,5075.866286
PYT-S-6639,326.9887431,525.0226529,5668.698331
PYT-S-6640,35.66704904,57.71498847,5201.390667
PYT-S-6641,-75.50747027,-118.2584558,5025.417223
PYT-S-6642,231.002247,374.1961963,5517.871875
PYT-S-6643,-364.6493039,-585.3209944,4558.354684
PYT-S-6644,-34.63633981,-56.10776654,5087.567912
PYT-S-6645,9.34493143,15.1212023,5158.796881
PYT-S-6646,36.7122611,59.40440677,5203.080085
PYT-S-6647,-94.94927623,-152.4083834,4991.267295
PYT-S-6648,-9.890132247,-15.87986305,5127.795815
PYT-S-6649,290.5979107,472.0115826,5615.687261
PYT-S-6650,197.763426,317.5231636,5461.198842
PYT-S-6651,179.6500022,288.3625727,5432.038251
PYT-S-6652,226.1142146,366.2730286,5509.948707
PYT-S-6653,264.8648687,425.1528796,5568.828558
PYT-S-6654,296.179759,479.7840735,5623.459752
PYT-S-6655,167.8369991,272.6138856,5416.289564
PYT-S-6656,279.8332377,435.8598338,5579.535512
PYT-S-6657,582.1869217,942.0423411,6085.71802
